,LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,CHGIND,LAD22CD,LAD22NM,TotalRes11,TotalRes21,sqkm21,prop21
1352,E01001633,Greenwich 009B,E01001633,Greenwich 009B,U,E09000011,Greenwich,1607,2043,0.11510274944210776,1.0
1353,E01001547,Enfield 002C,E01001547,Enfield 002C,U,E09000010,Enfield,1758,2092,0.24871241687651502,1.0
1354,E01001634,Greenwich 009C,E01001634,Greenwich 009C,U,E09000011,Greenwich,1714,1737,0.11621990678099302,1.0
1355,E01001548,Enfield 002D,E01001548,Enfield 002D,U,E09000010,Enfield,1819,1927,0.2988678203346436,1.0
1356,E01001437,Enfield 014A,E01001437,Enfield 014A,U,E09000010,Enfield,2373,2275,2.6409247942212355,1.0
1357,E01001635,Greenwich 007D,E01001635,Greenwich 007D,U,E09000011,Greenwich,1661,1644,0.21083031464799853,1.0
1358,E01001549,Enfield 006D,E01001549,Enfield 006D,U,E09000010,Enfield,1975,2359,0.32107125430663064,1.0
1359,E01001438,Enfield 007E,E01001438,Enfield 007E,U,E09000010,Enfield,1659,1676,0.276730558412758,1.0
1360,E01001570,Enfield 026E,E01001570,Enfield 026E,U,E09000010,Enfield,1855,1899,0.4066195950117158,1.0
1361,E01001636,Greenwich 007E,E01001636,Greenwich 007E,U,E09000011,Greenwich,1722,1684,0.12483448871355683,1.0
1362,E01001550,Enfield 006E,E01001550,Enfield 006E,U,E09000010,Enfield,1661,1770,0.21794738162468763,1.0
1363,E01001439,Enfield 006A,E01001439,Enfield 006A,U,E09000010,Enfield,2075,2131,0.20989616115976895,1.0
1364,E01001571,Greenwich 008A,E01001571,Greenwich 008A,U,E09000011,Greenwich,1639,1809,0.1480683173203246,1.0
1365,E01001637,Greenwich 009D,E01001637,Greenwich 009D,U,E09000011,Greenwich,1703,1799,0.18570797452299015,1.0
1366,E01001551,Enfield 002E,E01001551,Enfield 002E,U,E09000010,Enfield,1733,1794,0.3061515943199597,1.0
1367,E01001440,Enfield 012A,E01001440,Enfield 012A,U,E09000010,Enfield,1641,1677,0.31459291201359824,1.0
1368,E01001572,Greenwich 008B,E01001572,Greenwich 008B,U,E09000011,Greenwich,1711,1733,0.1683093429424943,1.0
1369,E01001638,Greenwich 038A,E01001638,Greenwich 038A,U,E09000011,Greenwich,1974,1763,0.10845597687338117,1.0
1370,E01001552,Enfield 001D,E01001552,Enfield 001D,U,E09000010,Enfield,1805,1945,0.28048490472286614,1.0
1371,E01001441,Enfield 006B,E01001441,Enfield 006B,U,E09000010,Enfield,1514,1646,0.332786966834031,1.0
1372,E01001573,Greenwich 008C,E01001573,Greenwich 008C,U,E09000011,Greenwich,1505,1575,0.13817306557715986,1.0
1373,E01001641,Greenwich 038B,E01001641,Greenwich 038B,U,E09000011,Greenwich,1755,1866,0.37145940228213903,1.0
1374,E01001642,Greenwich 038C,E01001642,Greenwich 038C,U,E09000011,Greenwich,1781,1732,1.1959314632089584,1.0
1375,E01001644,Greenwich 038D,E01001644,Greenwich 038D,U,E09000011,Greenwich,2212,2629,0.1908093629099147,1.0
1376,E01001645,Greenwich 022A,E01001645,Greenwich 022A,U,E09000011,Greenwich,1697,1852,0.290022286099242,1.0
1377,E01001646,Greenwich 019A,E01001646,Greenwich 019A,U,E09000011,Greenwich,2829,2820,0.21107256649231892,1.0
1378,E01001647,Greenwich 022B,E01001647,Greenwich 022B,U,E09000011,Greenwich,1491,1486,0.34664234915153896,1.0
1379,E01001648,Greenwich 022C,E01001648,Greenwich 022C,U,E09000011,Greenwich,1751,1721,0.41664634035385617,1.0
1380,E01001649,Greenwich 022D,E01001649,Greenwich 022D,U,E09000011,Greenwich,1530,1576,0.332364108100143,1.0
1381,E01001650,Greenwich 019B,E01001650,Greenwich 019B,U,E09000011,Greenwich,1733,1834,0.20819179217682537,1.0
1382,E01001651,Greenwich 019C,E01001651,Greenwich 019C,U,E09000011,Greenwich,1714,1875,0.30710535394026633,1.0
1383,E01001652,Greenwich 019D,E01001652,Greenwich 019D,U,E09000011,Greenwich,1555,1706,0.26620110557888493,1.0
1384,E01001653,Greenwich 029A,E01001653,Greenwich 029A,U,E09000011,Greenwich,1547,1591,0.26605400026686726,1.0
1385,E01001654,Greenwich 029B,E01001654,Greenwich 029B,U,E09000011,Greenwich,1546,1606,0.30109734496247714,1.0
1386,E01001655,Greenwich 029C,E01001655,Greenwich 029C,U,E09000011,Greenwich,1465,1575,0.4344777400622888,1.0
1387,E01001656,Greenwich 034A,E01001656,Greenwich 034A,U,E09000011,Greenwich,1272,1341,0.2759450447889697,1.0
1388,E01001657,Greenwich 034B,E01001657,Greenwich 034B,U,E09000011,Greenwich,1547,1569,0.4044449362760468,1.0
1389,E01001658,Greenwich 034C,E01001658,Greenwich 034C,U,E09000011,Greenwich,1549,1654,0.43453792162533156,1.0
1390,E01001659,Greenwich 034D,E01001659,Greenwich 034D,U,E09000011,Greenwich,1454,1618,0.3776043706939194,1.0
1391,E01001660,Greenwich 029D,E01001660,Greenwich 029D,U,E09000011,Greenwich,1600,1559,0.3348729280280791,1.0
1392,E01001661,Greenwich 029E,E01001661,Greenwich 029E,U,E09000011,Greenwich,1525,1664,0.45506184298992614,1.0
1393,E01001664,Greenwich 037B,E01001664,Greenwich 037B,U,E09000011,Greenwich,1870,2076,0.15574238053673747,1.0
1394,E01001665,Greenwich 037C,E01001665,Greenwich 037C,U,E09000011,Greenwich,1867,1890,0.18634801763039013,1.0
1395,E01001666,Greenwich 036A,E01001666,Greenwich 041G,U,E09000011,Greenwich,1470,1984,0.43456138690920804,1.0
1396,E01001669,Greenwich 033A,E01001669,Greenwich 033A,U,E09000011,Greenwich,1874,2495,0.5040545679692896,1.0
1397,E01001574,Greenwich 008D,E01001574,Greenwich 008D,U,E09000011,Greenwich,1769,1921,1.0053081884737642,1.0
1398,E01001575,Greenwich 003A,E01001575,Greenwich 003A,U,E09000011,Greenwich,1707,1816,0.21889865246767265,1.0
1399,E01001576,Greenwich 003B,E01001576,Greenwich 003B,U,E09000011,Greenwich,1739,1998,0.2386739922172329,1.0
1400,E01001577,Greenwich 003C,E01001577,Greenwich 003C,U,E09000011,Greenwich,1857,2017,0.2111577781440052,1.0
1401,E01001578,Greenwich 003D,E01001578,Greenwich 003D,U,E09000011,Greenwich,2131,2306,0.2717981305481067,1.0
1402,E01001579,Greenwich 003E,E01001579,Greenwich 003E,U,E09000011,Greenwich,1646,1734,0.2525470416735381,1.0
1403,E01001580,Greenwich 021A,E01001580,Greenwich 021A,U,E09000011,Greenwich,1642,1639,0.29710534598192667,1.0
1404,E01001581,Greenwich 016A,E01001581,Greenwich 016A,U,E09000011,Greenwich,1693,1578,0.20887227199091668,1.0
1405,E01001582,Greenwich 021B,E01001582,Greenwich 021B,U,E09000011,Greenwich,1475,1533,0.342090469840649,1.0
1406,E01001583,Greenwich 021C,E01001583,Greenwich 021C,U,E09000011,Greenwich,1603,1568,0.29374888104300456,1.0
1407,E01001584,Greenwich 021D,E01001584,Greenwich 021D,U,E09000011,Greenwich,1549,1502,0.3283315280006244,1.0
1408,E01001585,Greenwich 016B,E01001585,Greenwich 016B,U,E09000011,Greenwich,1532,1529,0.17917976018979956,1.0
1409,E01001586,Greenwich 016C,E01001586,Greenwich 016C,U,E09000011,Greenwich,1491,1426,0.21398497777569123,1.0
1410,E01001587,Greenwich 016D,E01001587,Greenwich 016D,U,E09000011,Greenwich,1890,1981,0.2742502117659972,1.0
1411,E01001588,Greenwich 012A,E01001588,Greenwich 012A,U,E09000011,Greenwich,1692,1692,0.521313925208066,1.0
1412,E01001589,Greenwich 012B,E01001589,Greenwich 012B,U,E09000011,Greenwich,1604,1853,0.2106382961586884,1.0
1413,E01001590,Greenwich 014A,E01001590,Greenwich 014A,U,E09000011,Greenwich,1777,1704,0.15547824406423474,1.0
1414,E01001591,Greenwich 012C,E01001591,Greenwich 012C,U,E09000011,Greenwich,2040,2100,0.20175999456409427,1.0
1415,E01001592,Greenwich 014B,E01001592,Greenwich 014B,U,E09000011,Greenwich,1718,1933,0.2390806907013344,1.0
1416,E01001593,Greenwich 014C,E01001593,Greenwich 014C,U,E09000011,Greenwich,1638,1793,0.18557148331174605,1.0
1417,E01001594,Greenwich 014D,E01001594,Greenwich 014D,U,E09000011,Greenwich,1937,2368,0.15011630405857573,1.0
1418,E01001595,Greenwich 012D,E01001595,Greenwich 012D,U,E09000011,Greenwich,1979,2222,0.3699191758848485,1.0
1419,E01001596,Greenwich 032A,E01001596,Greenwich 032A,U,E09000011,Greenwich,1564,1737,0.29277569795397124,1.0
1420,E01001597,Greenwich 031A,E01001597,Greenwich 031A,U,E09000011,Greenwich,1560,1556,0.32422804108275766,1.0
1421,E01001598,Greenwich 031B,E01001598,Greenwich 031B,U,E09000011,Greenwich,1587,1609,0.46522278343587975,1.0
1422,E01001599,Greenwich 032B,E01001599,Greenwich 032B,U,E09000011,Greenwich,1701,1677,0.4542097545420925,1.0
1423,E01001600,Greenwich 032C,E01001600,Greenwich 032C,U,E09000011,Greenwich,1561,1509,0.3030339655658013,1.0
1424,E01001601,Greenwich 032D,E01001601,Greenwich 032D,U,E09000011,Greenwich,1561,1507,0.241790067595731,1.0
1425,E01001602,Greenwich 031C,E01001602,Greenwich 031C,U,E09000011,Greenwich,1873,2126,0.25696377075950916,1.0
1426,E01001603,Greenwich 031D,E01001603,Greenwich 031D,U,E09000011,Greenwich,1655,1756,0.21052231017306194,1.0
1427,E01001604,Greenwich 027A,E01001604,Greenwich 027A,U,E09000011,Greenwich,1440,1549,0.2372346322352562,1.0
1428,E01001605,Greenwich 023A,E01001605,Greenwich 023A,U,E09000011,Greenwich,1584,1520,0.6612850840237047,1.0
1429,E01001606,Greenwich 023B,E01001606,Greenwich 023B,U,E09000011,Greenwich,1637,1627,0.21088520593730442,1.0
1430,E01001442,Enfield 002A,E01001442,Enfield 002A,U,E09000010,Enfield,1684,1732,0.11517774346197737,1.0
1431,E01001553,Enfield 037B,E01001553,Enfield 037B,U,E09000010,Enfield,1597,1753,0.20045050394823533,1.0
1432,E01001554,Enfield 037C,E01001554,Enfield 037C,U,E09000010,Enfield,1791,1798,0.12061145324038437,1.0
1433,E01001555,Enfield 033C,E01001555,Enfield 033C,U,E09000010,Enfield,1783,2234,0.13990608071766408,1.0
1434,E01001556,Enfield 035E,E01001556,Enfield 035E,U,E09000010,Enfield,1579,1590,0.21709874953463687,1.0
1435,E01001557,Enfield 033D,E01001557,Enfield 033D,U,E09000010,Enfield,1586,1715,0.12875110229167822,1.0
1436,E01001558,Enfield 033E,E01001558,Enfield 033E,U,E09000010,Enfield,1613,2063,0.14901643721263577,1.0
1437,E01001559,Enfield 033F,E01001559,Enfield 033F,U,E09000010,Enfield,2051,2129,0.9222116512308336,1.0
1438,E01001444,Enfield 001A,E01001444,Enfield 001A,U,E09000010,Enfield,1676,1908,0.3471978388884679,1.0
1439,E01001445,Enfield 003B,E01001445,Enfield 003B,U,E09000010,Enfield,2284,2799,1.413725448311381,1.0
1440,E01001446,Enfield 001B,E01001446,Enfield 001B,U,E09000010,Enfield,1817,1858,0.18070801356372715,1.0
1441,E01001447,Enfield 003C,E01001447,Enfield 003C,U,E09000010,Enfield,1936,1991,0.1865477484025289,1.0
1442,E01001448,Enfield 003D,E01001448,Enfield 003D,U,E09000010,Enfield,1831,1982,0.15744888563186446,1.0
1443,E01001449,Enfield 003E,E01001449,Enfield 003E,U,E09000010,Enfield,1635,1643,0.23552750892329094,1.0
1444,E01001450,Enfield 015C,E01001450,Enfield 015C,U,E09000010,Enfield,1878,2378,0.35758223577774956,1.0
1445,E01001451,Enfield 017A,E01001451,Enfield 017A,U,E09000010,Enfield,1641,1664,0.6195457678438544,1.0
1446,E01001452,Enfield 017B,E01001452,Enfield 017B,U,E09000010,Enfield,1356,1373,0.6386526903485544,1.0
1447,E01001453,Enfield 017C,E01001453,Enfield 017C,U,E09000010,Enfield,1677,1660,0.5138160520580067,1.0
1448,E01001454,Enfield 017D,E01001454,Enfield 017D,U,E09000010,Enfield,1633,1701,0.38702476348370385,1.0
1449,E01001455,Enfield 021F,E01001455,Enfield 021F,U,E09000010,Enfield,1491,1456,0.2379911391042703,1.0
1450,E01001301,Ealing 039B,E01001301,Ealing 039B,U,E09000009,Ealing,1782,1886,0.25114696688432775,1.0
1451,E01001302,Ealing 039C,E01001302,Ealing 039C,U,E09000009,Ealing,1621,1602,0.33686060069614765,1.0
1452,E01001303,Ealing 032A,E01001303,Ealing 032A,U,E09000009,Ealing,1639,1725,0.1608293566249101,1.0
1453,E01001459,Enfield 024A,E01001459,Enfield 024A,U,E09000010,Enfield,1675,1720,0.2166810835782694,1.0
1454,E01001460,Enfield 024B,E01001460,Enfield 024B,U,E09000010,Enfield,1711,2113,0.12264590775586312,1.0
1455,E01001461,Enfield 027D,E01001461,Enfield 027D,U,E09000010,Enfield,1716,1576,0.2893271658807687,1.0
1456,E01001462,Enfield 024C,E01001462,Enfield 024C,U,E09000010,Enfield,1339,1455,0.10913139689164914,1.0
1457,E01001463,Enfield 031A,E01001463,Enfield 031A,U,E09000010,Enfield,1573,1560,0.2618911340840701,1.0
1458,E01001464,Enfield 027E,E01001464,Enfield 027E,U,E09000010,Enfield,1330,1315,0.2017211160069809,1.0
1459,E01001465,Enfield 031B,E01001465,Enfield 031B,U,E09000010,Enfield,1505,1561,0.22830103428196294,1.0
1460,E01001466,Enfield 031C,E01001466,Enfield 031C,U,E09000010,Enfield,1795,1996,0.09878891328095331,1.0
1461,E01001467,Enfield 031D,E01001467,Enfield 031D,U,E09000010,Enfield,1874,1999,0.10546746334087477,1.0
1462,E01001468,Enfield 010B,E01001468,Enfield 010B,U,E09000010,Enfield,1339,1416,0.784362636972267,1.0
1463,E01001469,Enfield 008A,E01001469,Enfield 008A,U,E09000010,Enfield,1645,1767,0.22471061280395552,1.0
1464,E01001470,Enfield 013B,E01001470,Enfield 013B,U,E09000010,Enfield,1598,1649,1.896710211993748,1.0
1465,E01001471,Enfield 010C,E01001471,Enfield 010C,U,E09000010,Enfield,1737,1908,0.36518913333431285,1.0
1466,E01001472,Enfield 010D,E01001472,Enfield 010D,U,E09000010,Enfield,1682,1653,0.2506335770649942,1.0
1467,E01001473,Enfield 013C,E01001473,Enfield 013C,U,E09000010,Enfield,1534,1596,0.8426525124498707,1.0
1468,E01001474,Enfield 010E,E01001474,Enfield 010E,U,E09000010,Enfield,1767,1898,0.3859721597631961,1.0
1469,E01001475,Enfield 013D,E01001475,Enfield 013D,U,E09000010,Enfield,1704,1803,0.33747621858559534,1.0
1470,E01001476,Enfield 018A,E01001476,Enfield 018A,U,E09000010,Enfield,1666,1751,0.2023405360020703,1.0
1471,E01001477,Enfield 018B,E01001477,Enfield 018B,U,E09000010,Enfield,1850,1979,1.1308060742640134,1.0
1472,E01001478,Enfield 016B,E01001478,Enfield 016B,U,E09000010,Enfield,1538,1658,0.3177904019669584,1.0
1473,E01001479,Enfield 023A,E01001479,Enfield 023A,U,E09000010,Enfield,1730,1793,0.2446900814301892,1.0
1474,E01001480,Enfield 024D,E01001480,Enfield 024D,U,E09000010,Enfield,1549,1588,0.1973840431409037,1.0
1475,E01001481,Enfield 018C,E01001481,Enfield 018C,U,E09000010,Enfield,1647,1796,0.17184143057969667,1.0
1476,E01001482,Enfield 023B,E01001482,Enfield 023B,U,E09000010,Enfield,1854,1923,0.17639823626794646,1.0
1477,E01001483,Enfield 025A,E01001483,Enfield 025A,U,E09000010,Enfield,1150,1187,1.1469711307679533,1.0
1478,E01001484,Enfield 016C,E01001484,Enfield 016C,U,E09000010,Enfield,1371,1414,0.3293215163734312,1.0
1479,E01001485,Enfield 025B,E01001485,Enfield 025B,U,E09000010,Enfield,1815,1858,0.12634994608449346,1.0
1480,E01001486,Enfield 025C,E01001486,Enfield 025C,U,E09000010,Enfield,2106,2148,0.1806567797105214,1.0
1481,E01001487,Enfield 023C,E01001487,Enfield 023C,U,E09000010,Enfield,1949,1941,0.12950093658708173,1.0
1482,E01001488,Enfield 024E,E01001488,Enfield 024E,U,E09000010,Enfield,1883,1979,0.13146120342130516,1.0
1483,E01001489,Enfield 023D,E01001489,Enfield 023D,U,E09000010,Enfield,1803,1888,0.17825786761518037,1.0
1484,E01001491,Enfield 023E,E01001491,Enfield 023E,U,E09000010,Enfield,1976,1950,0.14821935290235816,1.0
1485,E01001492,Enfield 025E,E01001492,Enfield 025E,U,E09000010,Enfield,1930,2038,0.15344928221490958,1.0
1486,E01001493,Enfield 026B,E01001493,Enfield 026B,U,E09000010,Enfield,1773,1911,0.23290168023339772,1.0
1487,E01001494,Enfield 026C,E01001494,Enfield 026C,U,E09000010,Enfield,1520,1477,0.16227279851843077,1.0
1488,E01001495,Enfield 029A,E01001495,Enfield 029A,U,E09000010,Enfield,1715,1846,0.15422034358872874,1.0
1489,E01001496,Enfield 026D,E01001496,Enfield 026D,U,E09000010,Enfield,1705,1901,0.2614944152255027,1.0
1490,E01001497,Enfield 031E,E01001497,Enfield 031E,U,E09000010,Enfield,1476,1457,0.20319664107048083,1.0
1491,E01001498,Enfield 029B,E01001498,Enfield 029B,U,E09000010,Enfield,1946,1837,0.19060402985648164,1.0
1492,E01001499,Enfield 031F,E01001499,Enfield 031F,U,E09000010,Enfield,1650,1540,0.20834306320490564,1.0
1493,E01001500,Enfield 035D,E01001500,Enfield 035D,U,E09000010,Enfield,1527,1589,0.22458395861401956,1.0
1494,E01001501,Enfield 036E,E01001501,Enfield 036E,U,E09000010,Enfield,1850,2220,0.3032204689190259,1.0
1495,E01001502,Enfield 018D,E01001502,Enfield 018D,U,E09000010,Enfield,1872,1954,0.28072738630754596,1.0
1496,E01001503,Enfield 018E,E01001503,Enfield 018E,U,E09000010,Enfield,1844,1888,0.17038590672274584,1.0
1497,E01001504,Enfield 012B,E01001504,Enfield 012B,U,E09000010,Enfield,1549,2139,0.18155218330184972,1.0
1498,E01001505,Enfield 012C,E01001505,Enfield 012C,U,E09000010,Enfield,1727,1959,0.1945200250489232,1.0
1499,E01001507,Enfield 012D,E01001507,Enfield 012D,U,E09000010,Enfield,1870,2583,0.2678726810842846,1.0
1500,E01001354,Ealing 027E,E01001354,Ealing 027E,U,E09000009,Ealing,1840,2056,0.2705244928974091,1.0
1501,E01001355,Ealing 033B,E01001355,Ealing 033B,U,E09000009,Ealing,1664,1957,0.14640727332723763,1.0
1502,E01001356,Ealing 033C,E01001356,Ealing 033C,U,E09000009,Ealing,1969,1495,0.08365278607863304,1.0
1503,E01001357,Ealing 033D,E01001357,Ealing 033D,U,E09000009,Ealing,1141,2750,0.11138448744093725,1.0
1504,E01001358,Ealing 033E,E01001358,Ealing 033E,U,E09000009,Ealing,1602,1990,0.25931857354261106,1.0
1505,E01001359,Ealing 026A,E01001359,Ealing 026A,U,E09000009,Ealing,2201,2464,0.13294792724522778,1.0
1506,E01001360,Ealing 026B,E01001360,Ealing 026B,U,E09000009,Ealing,1923,2213,0.1405270122199736,1.0
1507,E01001361,Ealing 023E,E01001361,Ealing 023E,U,E09000009,Ealing,1802,2276,0.3870254469978628,1.0
1508,E01001362,Ealing 026C,E01001362,Ealing 026C,U,E09000009,Ealing,1935,2624,0.24392682319425907,1.0
1509,E01001363,Ealing 026D,E01001363,Ealing 026D,U,E09000009,Ealing,1685,1994,0.13534694253341084,1.0
1510,E01001364,Ealing 026E,E01001364,Ealing 026E,U,E09000009,Ealing,1676,1834,0.11871669648388386,1.0
1511,E01001365,Ealing 026F,E01001365,Ealing 026F,U,E09000009,Ealing,2217,2577,0.4639193360646093,1.0
1512,E01001366,Ealing 037A,E01001366,Ealing 044C,U,E09000009,Ealing,1923,2050,0.17044165968949831,1.0
1513,E01001367,Ealing 037B,E01001367,Ealing 043B,U,E09000009,Ealing,1764,2710,0.20340303299214985,1.0
1514,E01001368,Ealing 037C,E01001368,Ealing 044D,U,E09000009,Ealing,1723,1764,0.12865164040796348,1.0
1515,E01001369,Ealing 038D,E01001369,Ealing 038D,U,E09000009,Ealing,1846,2064,0.15001520023673914,1.0
1516,E01001370,Ealing 037D,E01001370,Ealing 044A,U,E09000009,Ealing,1980,2172,0.4484573022363641,1.0
1517,E01001371,Ealing 037E,E01001371,Ealing 044B,U,E09000009,Ealing,2081,2309,0.2025527707579934,1.0
1518,E01001372,Ealing 037F,E01001372,Ealing 043C,U,E09000009,Ealing,1763,2555,0.12856916503238755,1.0
1519,E01001373,Ealing 037G,E01001373,Ealing 043A,U,E09000009,Ealing,1499,2078,0.15334296353408797,1.0
1520,E01001374,Ealing 040A,E01001374,Ealing 040A,U,E09000009,Ealing,1798,1945,0.1298209391675245,1.0
1521,E01001375,Ealing 034A,E01001375,Ealing 034A,U,E09000009,Ealing,1665,1698,0.13831156698861005,1.0
1522,E01001376,Ealing 040B,E01001376,Ealing 040B,U,E09000009,Ealing,1579,1707,0.1554144103448637,1.0
1523,E01001377,Ealing 034B,E01001377,Ealing 034B,U,E09000009,Ealing,1770,1637,0.19063484741065145,1.0
1524,E01001379,Ealing 034C,E01001379,Ealing 034C,U,E09000009,Ealing,1679,1736,0.13333299015289626,1.0
1525,E01001380,Ealing 040C,E01001380,Ealing 040C,U,E09000009,Ealing,1759,2306,0.17568304915749614,1.0
1526,E01001381,Ealing 034D,E01001381,Ealing 034D,U,E09000009,Ealing,1649,1877,0.28538431476684206,1.0
1527,E01001382,Ealing 032B,E01001382,Ealing 032B,U,E09000009,Ealing,1566,1481,0.20406279691849824,1.0
1528,E01001383,Ealing 028D,E01001383,Ealing 028D,U,E09000009,Ealing,1791,1755,0.115680265175309,1.0
1529,E01001384,Ealing 032C,E01001384,Ealing 032C,U,E09000009,Ealing,1645,1748,0.10889911923893661,1.0
1530,E01001385,Ealing 032D,E01001385,Ealing 032D,U,E09000009,Ealing,1682,1678,0.16015742337952882,1.0
1531,E01001386,Ealing 031F,E01001386,Ealing 031F,U,E09000009,Ealing,1793,1798,0.3083925801594544,1.0
1532,E01001387,Ealing 032E,E01001387,Ealing 032E,U,E09000009,Ealing,1546,1535,0.2513554234224372,1.0
1533,E01001388,Ealing 028E,E01001388,Ealing 028E,U,E09000009,Ealing,1640,1445,0.17814157458234833,1.0
1534,E01001389,Ealing 028F,E01001389,Ealing 028F,U,E09000009,Ealing,1667,1827,0.13955306889542382,1.0
1535,E01001390,Enfield 036A,E01001390,Enfield 036A,U,E09000010,Enfield,1971,1817,0.1536084283843539,1.0
1536,E01001391,Enfield 036B,E01001391,Enfield 036B,U,E09000010,Enfield,1564,1781,0.13246405839428632,1.0
1537,E01001392,Enfield 032A,E01001392,Enfield 032A,U,E09000010,Enfield,1824,1866,0.16026995229532587,1.0
1538,E01001393,Enfield 036C,E01001393,Enfield 036C,U,E09000010,Enfield,2112,1970,0.17948242349069882,1.0
1539,E01001394,Enfield 035A,E01001394,Enfield 035A,U,E09000010,Enfield,1653,1997,0.17250564910266478,1.0
1540,E01001395,Enfield 035B,E01001395,Enfield 035B,U,E09000010,Enfield,1590,1633,0.2397966268521204,1.0
1541,E01001396,Enfield 036D,E01001396,Enfield 036D,U,E09000010,Enfield,1413,1461,0.14804210454202923,1.0
1542,E01001397,Enfield 035C,E01001397,Enfield 035C,U,E09000010,Enfield,1924,2164,0.2988926815021669,1.0
1543,E01001398,Enfield 021A,E01001398,Enfield 021A,U,E09000010,Enfield,1392,1341,0.17475499643993744,1.0
1544,E01001399,Enfield 021B,E01001399,Enfield 021B,U,E09000010,Enfield,1437,1482,0.24265618365210795,1.0
1545,E01001400,Enfield 021C,E01001400,Enfield 021C,U,E09000010,Enfield,1543,1562,0.24387206928336344,1.0
1546,E01001401,Enfield 016A,E01001401,Enfield 016A,U,E09000010,Enfield,1323,1389,0.14752291975489368,1.0
1547,E01001402,Enfield 021D,E01001402,Enfield 021D,U,E09000010,Enfield,1833,1852,0.35083423353732457,1.0
1548,E01001403,Enfield 021E,E01001403,Enfield 021E,U,E09000010,Enfield,1602,1705,0.37006438071482267,1.0
1549,E01001404,Enfield 026A,E01001404,Enfield 026A,U,E09000010,Enfield,1473,1480,0.5168969962966179,1.0
1550,E01001671,Greenwich 033B,E01001671,Greenwich 033B,U,E09000011,Greenwich,1578,1670,0.19555013490142645,1.0
1551,E01001672,Greenwich 006A,E01001672,Greenwich 006A,U,E09000011,Greenwich,2049,1933,0.3602930260404653,1.0
1552,E01001673,Greenwich 006B,E01001673,Greenwich 006B,U,E09000011,Greenwich,1892,2403,0.17459301590841184,1.0
1553,E01001674,Greenwich 006C,E01001674,Greenwich 006C,U,E09000011,Greenwich,1973,2195,0.21434108618473574,1.0
1554,E01001675,Greenwich 006D,E01001675,Greenwich 006D,U,E09000011,Greenwich,1980,2370,0.15520950916200116,1.0
1555,E01001458,Enfield 037A,E01001458,Enfield 037A,U,E09000010,Enfield,1745,1786,0.1630140344656401,1.0
1556,E01001257,Ealing 008A,E01001257,Ealing 008A,U,E09000009,Ealing,1783,2233,0.16475662602432248,1.0
1557,E01001258,Ealing 010B,E01001258,Ealing 010B,U,E09000009,Ealing,1690,1874,0.21256399567870124,1.0
1558,E01001259,Ealing 014B,E01001259,Ealing 014B,U,E09000009,Ealing,1457,1599,0.2608850572164564,1.0
1559,E01001260,Ealing 012B,E01001260,Ealing 012B,U,E09000009,Ealing,1899,2039,0.268144539893121,1.0
1560,E01001261,Ealing 012C,E01001261,Ealing 012C,U,E09000009,Ealing,2178,2319,0.42985928523621525,1.0
1561,E01001262,Ealing 010C,E01001262,Ealing 010C,U,E09000009,Ealing,1592,1620,0.259279937537341,1.0
1562,E01001263,Ealing 010D,E01001263,Ealing 010D,U,E09000009,Ealing,1672,1947,0.3281864745728431,1.0
1563,E01001264,Ealing 010E,E01001264,Ealing 010E,U,E09000009,Ealing,1655,1821,0.30351010065601775,1.0
1564,E01001265,Ealing 006A,E01001265,Ealing 006A,U,E09000009,Ealing,1692,1723,0.5011529161894831,1.0
1565,E01001266,Ealing 006B,E01001266,Ealing 006B,U,E09000009,Ealing,1832,1833,0.7332253774422917,1.0
1566,E01001267,Ealing 006C,E01001267,Ealing 006C,U,E09000009,Ealing,1953,2034,0.38369017817959616,1.0
1567,E01001268,Ealing 012D,E01001268,Ealing 012D,U,E09000009,Ealing,1736,1963,0.30386395091636115,1.0
1568,E01001269,Ealing 001A,E01001269,Ealing 001A,U,E09000009,Ealing,1983,2272,0.2911940636870594,1.0
1569,E01001270,Ealing 004A,E01001270,Ealing 004A,U,E09000009,Ealing,1721,1760,0.2814879840445002,1.0
1570,E01001271,Ealing 001B,E01001271,Ealing 001B,U,E09000009,Ealing,1804,1920,0.33914660162141064,1.0
1571,E01001272,Ealing 006D,E01001272,Ealing 006D,U,E09000009,Ealing,1628,1720,0.5476760622178963,1.0
1572,E01001273,Ealing 020F,E01001273,Ealing 041C,U,E09000009,Ealing,1623,1675,0.38898515200104206,1.0
1573,E01001274,Ealing 020G,E01001274,Ealing 041E,U,E09000009,Ealing,1630,1611,0.2681685535133626,1.0
1574,E01001275,Ealing 020H,E01001275,Ealing 041D,U,E09000009,Ealing,1901,1800,0.34897030055926226,1.0
1575,E01001276,Ealing 011A,E01001276,Ealing 011A,U,E09000009,Ealing,1788,1778,0.3603972377617652,1.0
1576,E01001277,Ealing 011B,E01001277,Ealing 011B,U,E09000009,Ealing,1844,2041,0.542407822117081,1.0
1577,E01001278,Ealing 011C,E01001278,Ealing 011C,U,E09000009,Ealing,1962,2081,0.4527390164619735,1.0
1578,E01001279,Ealing 013C,E01001279,Ealing 013C,U,E09000009,Ealing,1473,1492,0.252862565846118,1.0
1579,E01001280,Ealing 011D,E01001280,Ealing 011D,U,E09000009,Ealing,1740,1816,0.3714775704200515,1.0
